pigID,pigID_blind,age_days,age_days_edit,age_week,gender_cohort,Study_group,housing,sampling,biome_study,variableid,group,variable,amr_biome,indices,value,animal_prev,amr_prev
296,2,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,0,0,0
389,7,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.459392488,1,0.673046456
391,8,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.658964843,1,0.681676685
388,,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.695481676,1,0.699867455
394,,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.421603927,1,0.64974214
363,3,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.482873584,1,0.646012161
366,4,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.283301229,1,0.620008854
369,5,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.515873844,1,0.655482516
379,6,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,3.982271233,1,0.592824541
361,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.365487985,1,0.649872462
370,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.158362492,1,0.643740046
365,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.459392488,1,0.696828474
372,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.760422483,1,0.751477162
362,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.380211242,1,0.65412761
367,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.334453751,1,0.651747904
373,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,4.10720997,1,0.61416314
368,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.azthr,MAC,Macrolids,Azithromycin,mac.azthr,0,0,0
292,1,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.204119983,1,0.614422543
296,2,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.610660163,1,0.697519785
389,7,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.380211242,1,0.667757171
391,8,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.635483747,1,0.674228541
388,,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,2.903089987,1,0.431385533
394,,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.311329952,1,0.789003492
363,3,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.468937806,1,0.781578954
366,4,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.177247836,1,0.756642958
369,5,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.128399269,1,0.772550318
379,6,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.117933835,1,0.765553943
361,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.297541668,1,0.809852986
370,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.204119983,1,0.755229619
365,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.584331224,1,0.66879372
372,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.505149978,1,0.512269672
362,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
373,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
368,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
292,1,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.515873844,1,0.706131122
296,2,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
389,7,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.72916479,1,0.7347272
391,8,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.482873584,1,0.677648026
388,,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.944482672,1,0.610985788
394,,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.847572659,1,0.726838771
363,3,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.283301229,1,0.644056381
369,5,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.760422483,1,0.704129295
379,6,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.010299957,1,0.77745941
361,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,5.195346058,1,0.762876327
370,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.7355989,1,0.687654544
365,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.584331224,1,0.676609578
372,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.619093331,1,0.670736814
362,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
373,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
368,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
292,1,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.505149978,1,0.551620712
296,2,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.944482672,1,0.593110104
389,7,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.380211242,1,0.514162264
391,8,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.602059991,1,0.566448744
388,,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.380211242,1,0.550918085
394,,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.204119983,1,0.628863275
363,3,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
369,5,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.806179974,1,0.574018439
379,6,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
361,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.806179974,1,0.590613429
370,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
365,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
372,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
362,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
373,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
368,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.350248018,1,0.669368009
292,1,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.681241237,1,0.555176151
296,2,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.505149978,1,0.521797438
389,7,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.204119983,1,0.483405053
391,8,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
388,,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
394,,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
363,3,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
369,5,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
379,6,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
361,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
370,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
365,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
372,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
362,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.505149978,1,0.681557767
373,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
368,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.283301229,1,0.647479918
292,1,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
296,2,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
389,7,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
391,8,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
388,,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
394,,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
363,3,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
369,5,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
379,6,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
361,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
370,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
365,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
372,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
362,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
373,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
368,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
292,1,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
296,2,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
389,7,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
391,8,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
388,,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
394,,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
363,3,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
369,5,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
379,6,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.806179974,1,0.557289861
361,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
370,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
365,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.619093331,1,0.687625659
372,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.88536122,1,0.717358648
362,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
373,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
368,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
292,1,343,343,49,1,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
296,2,343,343,49,1,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.225309282,1,0.617519311
389,7,343,343,49,1,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
391,8,343,343,49,1,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
388,,343,343,49,1,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
394,,343,343,49,1,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.505149978,1,0.666741949
363,3,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.10720997,1,0.61416314
369,5,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
379,6,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
361,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
370,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.10720997,1,0.603693043
365,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
372,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
362,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
367,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.350248018,1,0.653185299
373,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.982271233,1,0.580579886
368,,343,343,49,2,Breeder_sows,Breeding barn,1 week prior to moving to farrowing house – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.459392488,1,0.674098535
292,1,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.204119983,1,0.622190862
296,2,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.049218023,1,0.600983123
389,7,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,3.806179974,1,0.569149243
391,8,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
388,,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
394,,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
363,3,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
366,4,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
369,5,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,4.505149978,1,0.676926097
379,6,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
361,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.chl,MAC,Phenicols,Chloramphicol,mac.chl,0,0,0
