pigID,pigID_blind,age_days,age_days_edit,age_week,gender_cohort,Study_group,housing,sampling,biome_study,variableid,group,variable,amr_biome,indices,value,animal_prev,amr_prev
296,2,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,4.408239965,1,0.654268999
389,7,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
391,8,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,4.350248018,1,0.631441802
388,,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
394,,350,350,50,1,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
363,3,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,4.459392488,1,0.649439411
366,4,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.806179974,1,0.554666795
369,5,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.505149978,1,0.526670034
379,6,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
361,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
370,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,4.283301229,1,0.62613689
365,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.505149978,1,0.524484689
372,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.806179974,1,0.575814687
362,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.806179974,1,0.565580462
367,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
373,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
368,,350,350,50,2,Breeder_sows,Farrowing barn,On the day of parturition – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
292,1,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
296,2,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
389,7,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.903089987,1,0.589084924
391,8,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
388,,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
394,,371,371,53,1,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
363,3,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
366,4,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
369,5,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
379,6,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,yes,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
361,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
370,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.903089987,1,0.604222295
365,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,4.245512668,1,0.663407431
372,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,4.471291711,1,0.705835169
362,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.204119983,1,0.478493669
367,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,0,0,0
373,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.602059991,1,0.538626583
368,,371,371,53,2,Breeder_sows,Farrowing barn,On the day finishing weaning/separation from litter  – Parity 1 ,no,mac.gen,MAC,Aminoglycosides,Gentamicin,mac.gen,3.380211242,1,0.503824741
292,1,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.424228071,1,0.792738556
296,2,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.542576476,1,0.838503949
389,7,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.517987203,1,0.84120955
391,8,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.496376054,1,0.79944485
388,,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
394,,21,21,3,1,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.505149978,1,0.817795655
363,3,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.385963571,1,0.769720908
366,4,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.482873584,1,0.801309464
369,5,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.084933575,1,0.766002576
379,6,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.783903579,1,0.715588823
361,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.706547103,1,0.87237902
370,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.657438323,1,0.821015849
365,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.526339277,1,0.806220324
372,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.565847819,1,0.813435959
362,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.565847819,1,0.807887035
367,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.117933835,1,0.735975844
373,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.982271233,1,0.860568183
368,,21,21,3,2,Breeder_sows,Segregated Early Weaning (SEW) barn,At the time of purchase/entering 1st growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.608953699,1,0.808287861
292,1,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.268577972,1,0.823828788
296,2,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.806179974,1,0.585962381
389,7,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.297541668,1,0.823030732
391,8,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.290479813,1,0.79972882
388,,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.212720154,1,0.807431087
394,,42,42,6,1,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.10720997,1,0.765768453
363,3,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.459392488,1,0.674366039
366,4,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.709269961,1,0.70810695
369,5,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.505149978,1,0.518457929
379,6,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
361,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.669502834,1,0.832500752
370,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.023663918,1,0.729484357
365,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.66351247,1,0.835887853
372,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.554368001,1,0.806547699
362,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.311329952,1,0.794748087
367,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.268577972,1,0.786793634
373,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.16790781,1,0.768854275
368,,42,42,6,2,Breeder_sows,Segregated Early Weaning (SEW) barn,3 weeks after entry ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.584331224,1,0.665689021
292,1,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.350248018,1,0.841991823
296,2,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.261024834,1,0.791071287
389,7,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
391,8,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.380211242,1,0.846075275
388,,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.408239965,1,0.71846963
394,,70,70,10,1,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.283301229,1,0.640707413
363,3,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
366,4,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
369,5,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.283301229,1,0.645974153
379,6,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.783903579,1,0.724019713
361,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.10720997,1,0.637324924
370,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.10720997,1,0.633672829
365,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
372,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.459392488,1,0.648616165
362,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
367,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.283301229,1,0.62073374
373,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.806179974,1,0.564911525
368,,70,70,10,2,Breeder_sows,Segregated Early Weaning (SEW) barn,1 day prior to moving to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.10720997,1,0.631972005
292,1,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.709269961,1,0.710215442
296,2,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.681241237,1,0.696877366
389,7,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.709269961,1,0.710486782
391,8,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
388,,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
394,,84,84,12,1,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.584331224,1,0.682241226
363,3,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.847572659,1,0.709109291
366,4,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.505149978,1,0.520539208
369,5,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.651278014,1,0.706283734
379,6,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
361,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
370,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
365,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.651278014,1,0.694607909
372,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
362,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.806179974,1,0.587229007
367,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.487421211,1,0.830159832
373,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
368,,84,84,12,2,Breeder_sows,Gestation barn,2 weeks after entry to 2nd growing facility,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
292,1,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
296,2,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.473632927,1,0.79977799
389,7,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.806179974,1,0.553839225
391,8,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.204119983,1,0.665260079
388,,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.783903579,1,0.737671685
394,,154,154,22,1,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
363,3,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.920123326,1,0.743160045
366,4,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.408239965,1,0.654848551
369,5,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.204119983,1,0.629926239
379,6,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,3.982271233,1,0.584607242
361,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.10720997,1,0.615617081
370,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.459392488,1,0.680137731
365,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.253338005,1,0.781564132
372,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.967547976,1,0.733169218
362,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.049218023,1,0.749183669
367,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.936513742,1,0.720811263
373,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.7355989,1,0.691629135
368,,154,154,22,2,Breeder_sows,Gestation barn,1 day prior to moving to sows barn,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
292,1,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.584331224,1,0.81576874
296,2,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
389,7,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.418963831,1,0.788516242
391,8,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.204119983,1,0.754178305
388,,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.538573734,1,0.805920741
394,,224,224,32,1,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.591509809,1,0.835019306
363,3,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.920123326,1,0.72299815
366,4,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.418963831,1,0.809251807
369,5,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,0,0,0
379,6,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,yes,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.95230801,1,0.725102612
361,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.482873584,1,0.795843262
370,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.558228422,1,0.810517148
365,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.434568904,1,0.809022195
372,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,5.434568904,1,0.798003428
362,,224,224,32,2,Breeder_sows,Breeding barn,At first mating – Parity 1 ,no,mac.sulfa,MAC,Sulphonamides,Sulfamethoxazole,mac.sulfa,4.847572659,1,0.724394142
